[20930.178714] 959:22f
[20930.178719] 1894:22f
[20930.178724] 1830:22f
[20930.178729] 23:18f
[20930.178734] 1790:22f
[20930.178738] 1522:22f
[20930.178743] 1588:22f
[20930.178748] 1892:22f
[20930.178752] 1871:22f
[20930.178757] 1505:22f
[20930.178762] 1432:22f
[20930.178766] 1050:22f
[20930.178771] 1687:22f
[20930.178776] 1850:22f
[20930.178780] 1152:22f
[20930.178785] 1258:22f
[20930.178790] 2167:22f
[20930.178795] 1336:22f
[20930.178799] 1961:22f
[20930.178804] 1240:22f
[20930.178809] 1595:22f
[20930.178813] 1890:22f
[20930.178818] 1410:22f
[20930.178823] 1882:22f
[20930.178827] 2003:22f
[20930.178832] 964:22f
[20930.178837] 1833:22f
[20930.178841] 2114:22f
[20930.178846] 1917:22f
[20930.178851] 2026:22f
[20930.178855] 1822:22f
[20930.178860] 2049:22f
[20930.178865] 2090:22f
[20930.178869] 1108:22f
[20930.178874] 1531:22f
[20930.178879] 996:22f
[20930.178884] 2140:22f
[20930.178888] 1365:22f
[20930.178893] 1413:22f
[20930.178898] 1233:22f
[20930.178902] 1641:22f
[20930.178907] 2043:22f
[20930.178912] 969:22f
[20930.178916] 1920:22f
[20930.178921] 1961:22f
[20930.178926] 1237:22f
[20930.178930] 1872:22f
[20930.178935] 1859:22f
[20930.178940] 2066:22f
[20930.178944] 1048:22f
[20930.178949] 999:22f
[20930.178954] 1007:22f
[20930.178959] 1498:22f
[20930.178963] 1885:22f
[20930.178968] 1138:22f
[20930.178973] 1972:22f
[20930.178977] 1600:22f
[20930.178982] 1587:22f
[20930.178987] 2195:22f
[20930.178991] 1350:22f
[20930.178996] 2104:22f
[20930.179001] 964:22f
[20930.179005] 1941:22f
[20930.179010] 1842:22f
[20930.179015] 1011:22f
[20930.179019] 1529:22f
[20930.179024] 51:18f
[20930.179029] 1547:22f
[20930.179033] 1817:22f
[20930.179038] 1059:22f
[20930.179043] 1765:22f
[20930.179047] 1250:22f
[20930.179052] 1751:22f
[20930.179057] 1791:22f
[20930.179061] 1392:22f
[20930.179066] 1883:22f
[20930.179071] 1717:22f
[20930.179076] 1176:22f
[20930.179080] 1057:22f
[20930.179085] 1869:22f
[20930.179089] 1308:22f
[20930.179094] 1450:22f
[20930.179099] 1148:22f
[20930.179104] 987:22f
[20930.179108] 2118:22f
[20930.179113] 2148:22f
[20930.179117] 1006:22f
[20930.179122] 1329:22f
[20930.179127] 1992:22f
[20930.179132] 1488:22f
[20930.179136] 1090:22f
[20930.179141] 1311:22f
[20930.179146] 961:22f
[20930.179150] 1065:22f
[20930.179155] 1890:22f
[20930.179160] 955:22f
[20930.179164] 1903:22f
[20930.179169] 1549:22f
[20930.179174] 1871:22f
[20930.179178] 1229:22f
[20930.179183] 1311:22f
[20930.179188] 1327:22f
[20930.179192] 1131:22f
[20930.179197] 1989:22f
[20930.179202] 2074:22f
[20930.179207] 2010:22f
[20930.179211] 1204:22f
[20930.179216] 2462:22f
[20930.179221] 968:22f
[20930.179225] 1430:22f
[20930.179230] 2017:22f
[20930.179235] 2068:22f
[20930.179239] 1542:22f
[20930.179244] 1640:22f
[20930.179249] 2062:22f
[20930.179253] 1209:22f
[20930.179258] 1009:22f
[20930.179263] 2055:22f
[20930.179267] 1765:22f
[20930.179272] 2002:22f
[20930.179277] 995:22f
[20930.179282] 2199:22f
[20930.179286] 1041:22f
[20930.179291] 1923:22f
[20930.179296] 2028:22f
[20930.179300] 1267:22f
[20930.179305] 2177:22f
[20930.179310] 2182:22f
[20930.179314] 1915:22f
[20930.179319] 1897:22f
[20930.179324] 196:18f
[20930.179328] 1350:22f
[20930.179333] 968:22f
[20930.179338] 1111:22f
[20930.179342] 1072:22f
[20930.179347] 1231:22f
[20930.179352] 1060:22f
[20930.179357] 1150:22f
[20930.179361] 1008:22f
[20930.179366] 1245:22f
[20930.179371] 1115:22f
[20930.179375] 966:22f
[20930.179380] 1219:22f
[20930.179385] 1080:22f
[20930.179389] 1069:22f
[20930.179394] 1073:22f
[20930.179399] 1151:22f
[20930.179403] 994:22f
[20930.179408] 1128:22f
[20930.179413] 1119:22f
[20930.179417] 1198:22f
[20930.179422] 968:22f
[20930.179427] 1097:22f
[20930.179432] 1032:22f
[20930.179436] 1142:22f
[20930.179441] 1166:22f
[20930.179446] 1155:22f
[20930.179450] 1208:22f
[20930.179455] 1165:22f
[20930.179460] 1101:22f
[20930.179464] 1046:22f
[20930.179469] 1146:22f
[20930.179474] 996:22f
[20930.179478] 1039:22f
[20930.179483] 965:22f
[20930.179488] 1183:22f
[20930.179492] 980:22f
[20930.179497] 1132:22f
[20930.179502] 1062:22f
[20930.179507] 1235:22f
[20930.179511] 970:22f
[20930.179516] 1222:22f
[20930.179521] 1135:22f
[20930.179525] 1209:22f
[20930.179530] 999:22f
[20930.179535] 1101:22f
[20930.179539] 1135:22f
[20930.179544] 955:22f
[20930.179549] 1224:22f
[20930.179553] 1063:22f
[20930.179558] 1064:22f
[20930.179563] 981:22f
[20930.179567] 974:22f
[20930.179572] 960:22f
[20930.179577] 972:22f
[20930.179582] 996:22f
[20930.179586] 2410:22f
[20930.179591] 969:22f
[20930.179596] 1889:22f
[20930.179600] 4272:22f
[20930.179605] 5497:22f
[20930.179610] 3761:22f
[20930.179615] 4176:22f
[20930.179619] 2723:22f
[20930.179624] 5309:22f
[20930.179629] 4700:22f
[20930.179633] 2485:22f
[20930.179638] 1693:18f
[20930.179643] 3277:22f
[20930.179648] 959:22f
[20930.179652] 967:22f
[20930.179657] 974:22f
[20930.179662] 1063:22f
[20930.179666] 1111:22f
[20930.179671] 1070:22f
[20930.179676] 1017:22f
[20930.179680] 1065:22f
[20930.179685] 986:22f
[20930.179690] 977:22f
[20930.179694] 1047:22f
[20930.179699] 1149:22f
[20930.179704] 1188:22f
[20930.179709] 1190:22f
[20930.179713] 1186:22f
[20930.179718] 1131:22f
[20930.179723] 1003:22f
[20930.179727] 1152:22f
[20930.179732] 1036:22f
[20930.179737] 1250:22f
[20930.179741] 1147:22f
[20930.179746] 1134:22f
[20930.179751] 1038:22f
[20930.179755] 1217:22f
[20930.179760] 1032:22f
[20930.179765] 968:22f
[20930.179769] 1012:22f
[20930.179774] 1194:22f
[20930.179779] 1009:22f
[20930.179784] 988:22f
[20930.179788] 1162:22f
[20930.179793] 1112:22f
[20930.179798] 1002:22f
[20930.179802] 963:22f
[20930.179807] 1026:22f
[20930.179812] 1056:22f
[20930.179816] 1085:22f
[20930.179821] 1103:22f
[20930.179826] 1142:22f
[20930.179830] 1160:22f
[20930.179835] 1190:22f
